Emotion,Text,
Positive,great product camera mint condition one canons best cameras all features fullframe camera uptodate sensor improved autofocus features sturdy build original 5d bought 2007 needed upgrade higher pixel count printed enlargements camera nearly doubles pixel counti like shoot bird pictures 5 iii features fast 6 frames per second capabilityi didnt want break bank buying newest latest model perfect camera needsread full review,
Positive,great image build quality camera awesome price 2020 absolutely love easy use very professional serious photography canon 5d mark iii camera need truly stands any current photo camera 2020 focus superb not best camera video 2020 dont 4k focus follow photography side greatest would recomend anyoneread full review,
Positive,one best coming 30d40d7d 5d mark ii new body exuberates updated features make must enthusiast well pro captures very nice high detailed photographs using much advanced af system works very well not getting clear photographs something wrong simple tell huge difference level detail captures compared 5d mark ii not discredit mark ii allone things drive nuts camera zoom buttons different previous models looking photograph lcd mutch technology built model able assign old buttons function new shutter sound powerful responsive not klunkycurrently using two bodies 7d 5d mark iiiread full review,
Positive,competitive camera body offering professional photographers recently switched nikon canon 12 years using nikon bodies lenses  probably live all cons listed certainly annoyancehere quick findings comparison last nikon camera nikon d700pros compared d700more lens choices selection  isnt wide angle nikon tiltshift available architecture photographygreat auto whitebalance results timebeautiful lcd screenquick dial  10 times easier use nikons navigation padintuitive video controlsintelligent fast autofocusgreat high iso noise performancesilent shutter mode very quietir remote trigger bulb mode one click stop bmode another click instead hold button thatpros compared 5d mark iibetter high iso noise performancebigger buttonsthe quick dial touch sensitive video recording dont rotate dial all need lightly tap updownleftright settings change video recording  reduces camera generated noisededicated video recordinglv buttonwider range autoisofaster continuous shootingslightly better ergonomicsbetter af systemaf speedbetter slightly exposure meteringcons 5d mark iii compared nikon d700spot metering center focusing point not assign spot metering any focusing point  makes composing photo difficult lighting situations time consuminghighlight gets easily blown highlight tone priority turned off  turn highlight tone priority shadow detail gets very noisyhorrible metering system extremely hard get perfect exposure tricky lighting conditions  nikons sophisticated 3d matrix color metering would always get exactly want  example people shadows peopleobjects very brightdark background snow  case manual exposure way go except much slower adjust settingsthere no way turn quick dial go back previous photos image preview immediately following taking photo  one extra button needs pressed view previously taken photos nikon press left right immediately view previous photos takenopening cfsd card door turns camera offjpg performance horriblein camera hdr pretty much useless generates subpar results better software incamerano intervaltimer build ini honestly think 5d mark ii much better value dont need faster continuous shooting rate video functionsi hope review help deciding correct camera ownread full review,
Positive,eos 5d mark ii camera very complex  good thing many youtube videos  produces excellent image quality raw canon 28135 zoom lens good feel grip design camera strap nonslip surface helps keep sliding around  many features take getting used autofocus fantastic complex set given conditions  takes practice silent shutter good dont want loud clack shutter intrude custom function menu allows selection 5 settings  would like could pagedown allow custom selections programmable buttons allow backbutton focusreally need get highspeed cf card long burst shots  slow card allow 1213 shots raw high speed take 20  25 buffering would like ability save raw one card jpg not allow  however really great 2 cards set go automatically card primary full  end ton shots review get few actually wanthavent tried video reviews say want video get video camerareally good review camera comparison mark ii tony northrups photography site northrup photobe sure get extra battery  shooting burst shots drain battery fastread full review,
Positive,great buy adjust new camera settings got used proven camera renowned among photographers really notice crispness images gotta good lighting although would perform well low lighting conditions due amazing iso setting range love cameraread full review,
Positive,amazing product product wonderful exactly description everything packaged care everything pictured included new body took bit get used different controls easy adapt love image quality much depth really remarkableread full review,
Positive,great cam want decent dslr still keep  deliver good iq capture many different types photography good deal prices put good lens cam canon sigma art you’re gonna get good shots nikon equivalent would d750read full review,
Positive,canon stays top list canon made camera excellent beginners advanced photographers videographers it’s easy straightforward use used canon cameras feel right home camera takes amazing photos hd video beautiful quality colors every image great videographers tooread full review,
Positive,outstanding image quality using wildlife photography image quality outstanding ability crop still fabulous quality birds flight difficult otherwise cant beaten detail get mind blowing long debate buying glad got itread full review,
Positive,canon 5d mark iii workhourse still relevant 2018 canon 5d mark iii industry workhorse many years craze currently mirrorless cameras 5d mark iii still awesome photography tool anyone serious upping photography game 5d serious contender b cameraread full review,
Positive,certainly canons best dslr camera bar none superb iq best canon dslr produced date even considered new 5ds 5ds r  mark iii larger pixels newer bodies better low light performance newest models not low light capabilities also effects all baseline iso performance  5d mark iii opinion best choice canon line would not sacrifice performance higher detail wouldnt show difference iq enlarged billboard size dont need mark iii everything 9999 photographers need canon would catch compete lens design performance compared tamron sigma tokina three lens makers offerings 28 pro models exceed white l lenses iq value 13 12 cost thats glass money spent using dxo optics pro 9 all lensbody combinations autocorrected combinations photographers need wantread full review,
Positive,killer camera killer price ive hands 5d miii couple weeks every single day shooting absolute delight im pushing photography new heights feel tool hand create beastly images like never beforeread full review,
Positive,excellent camera good price  first wasnt sure imported model believe guys decent camera unbelievable performanceyes 3rd party power plug adaptors usa use didnot bother charger n battery genuine products definitely recommend friends n family members sure thank electronics valley sriramread full review,
Positive,great camera canon camera guy 40 years  purchase allow enter professional level start photo business  cameras manufacturers offer higher resolution 5d remains top rated camera professionals  go many wedding portrait photographers  7d many 35mm models lens collection mostly worked camera saving lot money new lens purchases  quality build very rugged photo quality noticeable step 7d  one thing keep mind shooting 34 frame format camera 7d cameras rebel line full frame sensor camera reduce focal length 13 lenses used previous camera  however quality photo produced sharper 22mp image size allows much tighter crop making difference focal length somewhat  camera not disappoint youread full review,
Positive,perfect camera love all features camera especially dynamic range previous owner af mode turned shutter button reason som research figured reset normal settingread full review,
Positive,big improvement resolution spec slightly higher mk you’d think much higher working images tones images seem smoother reasons wants mk iii dusk card slots quiet shutter better focusingread full review,
Positive,5d mark ii 5d mark iii solid work horse gray market version exactly camera us model difference canon us doesnt honor warranty canon allows happen completely canon sells cheaper seas us dealers buy lower price sell us no warranty break map pricing dont buy us model upgrade camera canon still wont honor warranty canon charging americans dont get takenread full review,
Positive,cant take good pix camera shouldnt taking pix even though product released limited supplies able acquire one ebay  past few years struggled camera afford need  one faulty mark iiis focusing issues  tried still iin speed not enought resolution needed 1dx mark iv  say mark iv focusing issues   mind nikon looking good read jump ship  lets face canon problemssince couldnt afford overpriced 1dx options limited till 5d mark iii  lets say first 61 point af system installed 5d mark iii doesnt miss  flying birds cyclists simple landscape shots every shot focused pointed  image quality awesome  see things photos cant even see naked eye  true even shoot dark bring details shadows cant see eye  one button video shooting makes switching video quick  no three four steps take video  live view feature not available older model cameras ever used know importance  colors man plenty color saturation detail full frame sensor imagei printed cropped 13x19 prints look great  ive blown images 1000 examined pixels see details  look images drool deep color saturation  makes want take pictures  camera restoring faith dependability factor canon  canon finally come good dependable high quality camera sling shoulder  isnt best maybe want 1dx comes outyou cant go wrong camera  havent even used hdr feature shoot high contrast scenes silent shutter feature  havent even used earphone jack shooting video already tell camera winner  pricey make big improvement photos especially prints lay customersread full review,
Positive,excellent professional package lot written canon eos 5d mark iii camera good  perspective package better good features resulting benefits camera body incredible sharpness clarity provided lseries canon lenses bonus all goodies accessory kit  definitely not cheap truly incredible valueread full review,
Positive,worth upgrade using 5d mk ii since issued bought new version specifically improved high iso performance  work theatrical requires relatively fast shutter speeds whatever light happens wandering around moment depth field required usually deeper wide open apertures supply really put squeeze iso choices  not disappointedmy job become whole lot easier results much reliable require lot less time postunexpected bonuses boni  bonusi include two card slots like 1d series vastly improved af system greatly improved tracking great ability adjust tracking priorities sensitivities whole bunch little tweaks didnt know needed like lock mode dial keep changing accidentally handle camera put take bag etc  nothing quite much fun thinking youre aperture priority discovering late dial shifted manual accident  also separate button lock all controls prevent movement situations rotating camera lot working quickly distractedive found menu navigation system clear quicker use user friendly earlier model would matter personal tastefolks still using mark ii pleased know unit uses battery packs  makes life lot easier us work 2 bodiescontrols differ slightly mk ii youre home mk ii wont take few moments working comfortably onesports wildlife guys find option higher frame rate continuous shooting very helpful  choice rate mk ii higher speed double slower one  cant remember offhand id guess 4 8 fps respectively  sort thing us dont need often need really need think exact moment bat touches ball cheetah trips gazelleall told even though represent considerable investment im quite pleased purchase feel got good value money would not hesitate recommend anyoneread full review,
Positive,best camera 2019 portrait photography canon 5d mark iii still contender serious photographers 2019 camera gets job done take beautiful portrait editorial pictures help 50mm lens,
Negative,stand behind product professional photographer  sold mark ii upgraded mark iii even though price 1000  camera back canon twice first 6 weeks  camera manual exposure setting would take picture would come dark review time displaying photo right  problem happens outdoors very intermittent  canon couldnt fix sent back  next job thingthere also intermittent exposure problemsall manual setting camera isnt reading anything  since new expensive camerai expecting canon replace cant figure problem  very disappointed paid camera free problems willing ship back 2nd time without fixing problem  im cps member 10 years not any way satisfactory solution problem  camera off engineering  shame canonread full review,
Positive,wonderful product coming canon 6d prior 5d mark ii big step forward  invested canon glass use any kind professional work definitely worth upgrade   biggest complaints mark ii af shadow noise  no longer issues mark iii  af good  61 points 41 cross type  tracking quick accurate little customization one change af modes press button programing dof preview button activate aiservo  helped get pictures focus made easier accomplish  use camera wedding engagement event photography  go back forth single shot aiservo dream  shadows much cleaner respond better editing though not good nikon  6d back camera  use l lenses quality wonderful  balance well weight camera  camera little dr would perfect  perhaps mark iv  all all pro camera  feels like shoots like results back  very highly recommendedread full review,
Positive,love camera camera must image quality great many focus points top line video mode great shooting videos,
Positive,little expensive well worth used 5d ii not quite statisfied af system 5d iii new af system 61 points many 5d ii good new upgrades intensively discussed no need repeathere cons would like metion1 even though dual sd cf card slots sd card slot still low speed one not support uhs ultra high speed top speed achieved sd card 133x2 still little bit overpriced think reasonable price model less 2500read full review,
Positive,good advertise upgraded canon 7d wow like images 5d mkiii thought 7d took good pictures 5d mkiii tell camera took picture looking images new digic 5 processor full frame makes differencecolor reproduction true life camera focuses fast accurately one nicest features found ability focus quickly relatively low light  taken pictures 4000 iso look good 7d 1000 isothere reasons purchased particular model full frame sensor dual storage media 32 screen awesome load new features hold camera hands quickly see made right decisionread full review,
Positive,pro quality pro price superb image quality lowlight performance get pay would nice newer features like gps wifi,
Positive,time extras camera delivered time great shape far tested everything knowthank also 129gb card case camera body,
Positive,quality sharp professional grade picturesvideos canon 5d mark iii bought camera looking little canan rebel t2i offer liked camera 22 mega pixels something like 62 different autofocus settings camera takes beautiful pictures stand still action shots take alot horse racing pictures using t2i wonderfull camera rocks house awesome excactly looking video feature easy use absolutley super high quality costs alot money certainly pay self quality pictures video alone take good pictures living sell all picture sureread full review,
Positive,agile beast ive never owned 5diii new used didnt deliver advertised very fast accurate autofocus excellent low light performer take absolute beating keeps ticking superb fullframe image quality well worth price either retail aftermarketread full review,
Positive,great camera one great camera  dealer bought would rate high marks taking pictures coast great shots whales sounding wanting full frame camera long time waited found good price pictures ive taken clear focus takes little reading understand use features offer use auto mode needed till get familiar raw pics taken auto mode couldnt get 40d love itread full review,
Positive,5d mark iii first full frame camera love yes lot camera yes bigger others thereauto focus image quality great load features any camera ever used beforeread full review,
Positive,still great camera ive putting off purchase finally decided not wait canons next great whateverim glad found camera  paired new sigma 2435mm f2 art lens combination gets point great image quality personal needs meet  metread full review,
Positive,finally 5d mark iii loving waited years get full frame 5d mark iii  doubts kit camera sold separately lens came new all items including english manuals  cd  strap battery eyepiece cup quick start guide correct us charger  cant find anything wrong   love itread full review,
Positive,best buying decision ever made cadillac digital cameras blessed able get very good price picture quality unbelievable camera almost see dark canon put all good features bodywith good canon lenses amazed images put silent mode people never realize taking pictures buy youll like daveread full review,
Positive,pictures like pro camera makes even amateur photography look professionalgreat colors great clarity shows every detail make sure photographing looks good begin going see close  personal hahaa little costly worth every penny enjoy taking picturesread full review,
Positive,canon 5d mark iii audio port crack havent tried use use camera exclusively still pictures not video recording,
Positive,camera dreaming excellent waited long period time upgrade rebel t1i camera bought learn photography  fact planning buy gets released  postponed price high not budget  hand enjoying taking pictures  love 61 af point metering system hdr inbuilt features  also see lot menu options arent available rebel t1i  fully impressed started buying all necessary accessories including grip screen protector  decided wouldnt think upgrade camera body anymore  true fulfilling all expectations  feel power full frame speed taking sports pictures sufficient fps  also camera handles low light situation very well  sure 5d best among all canon bodies  since 24105 f4l gives perfect pair body produces awesome pictures  youll definitely feel hold camera handread full review,
Positive,even better expected fence buying dslr shooting video couple years decided make plunge watching lot footage reading countless reviews said extremely happy bought camera results getting nothing short breathtaking always struggled traditional hd cameras shooting low light camera closest ever come shooting 70k panasonic setup still shots equally beautiful although shoot stills customers lack types assets shooting dslr video drawbacks primarily rolling shutter shoot cameras strengths except nothing short stunningread full review,
Positive,almost 5 stars camera exactly wanted would given review 5 stars images description didnt correctly depict minor imperfections body would nice see detail camera works expectedread full review,
Positive,one best investments ive made paid one best cameras buy ive wanting upgrade full frame camera great auto focus system arent many top camera weather sealing allows take camera even bad weather bit heavier size may tire arm lugging itbut pictures come worth itread full review,
Positive,102000 iso means less noise 12000 iso must need mainly bought camera high iso photograph jazz festivals itis best not use flash far worked very well doubt use video very much many features take learn using canon cameras since 70s film  switching digital full frame camera buy new lensesread full review,
Positive,amazing camera always hesitant get full frame always used rebels very good however 5d mark lll flagship model sums all great features canon cameras one model yields superior images low light got brand newread full review,
Positive,amazing looking amazing quality superior performance  dslr although lacking new age technology t6 wifi connection within 1 day using camera dont feel like im missing anything  solid buildread full review,
Positive,great camera camera takes good quality images used couple wedding far it’s wotked great great buy,
Positive,canon eos 5d mark iii superb still video image quality powerful fast accurate af system loads crosstype points loads configuration great frame coverage rugged weathersealed body great control layout userinterface configuration noise deep shadowsread full review,
Positive,canon eos 5d mark iii terrific camera far away best camera ever owned  pictures fantastic features professional level easy use even us ameteursthe resolution not good nikon superior noise control makes iti would recommend camera anyone wants move qualityread full review,
Positive,love camera image quality fantastic high iso thats exactly needed thank much,
Positive,one great  camera canon eos 5d mark iii beautiful piece workas second 5d owned original 5d easy begin using right awayone main selling features ability shoot movies  one heck camerai would caution anyone howeverget one covered canon not plastic knockoff many dealers try sell without acknowlaging lesser quality shop around good deals thereread full review,
Positive,still relavant today sure older technology yes newer one betterbut still images remains one best fact could not tell newer markiii any differenceif video still good choice today good bang buck today dont pay much 800read full review,
Positive,almost every aspect better camera predecessor prosgood resolution detail raw filesgood color tonality across all isoreliable metering even difficult contrast situationsvery responsive snappy operation6 frames per second continuous shooting good bufferingexcellent buildquality magnesium shell weathersealingintuitive user interface good ergonomics large number external controlsvery comprehensive user interface customization optionsexcellent viewfinder 100 coveragegood high resolution lcd monitorreliable quick af system comprehensive customization optionsefficient vignetting distortion ca correctionincamera hdr mode many optionsmultiexposure modecomprehensive auto iso customization optionsefficient silentshutter option single shot continuous drive modedual sd cf card slotssidebyside playback mode rating allow initial image selection gogood battery lifegood bundled raw converter comprehensive feature set digital photo proconsdestructive noise reduction results mushy jpegs even base isovisible sharpening artifacts default settingsheavyhanded noise reduction leads lack lowcontrast detail higher isosdistortion correction not available flybuiltin microphone monauralsoft video output less dynamic range stillsno builtin af illuminatorread full review,
Positive,expensive pro level workhorse upgraded canon rebel t1i absolutely impressed pro level autofocus low light noise handling dedicated controls bump image quality size weight makes t1i seem like toythe price still very bitter pill swallowread full review,
Positive,awesome seller awesome item i’ve looking go full frame it’s quite overwhelming going all cameras ebay i’m glad stumbled upon sellers camera it’s impeccable condition replied questions item asap very excited use new bodyread full review,
Positive,awesome  product great value money ive spent awesome camera recently purchase thus far love quality picture also zoom zoom features great quality light weight also hold value great camera ever experience farread full review,
Positive,great camera all light conditions great pictures easy use great results low light nice full frame camera helps great lenses heavy bit expensive certainly worth weight price considering resultsread full review,
Positive,love camera first nice camera beyond wanted professional photography came very highly recommended photographers love cameraread full review,
Positive, great low light performance excellent focusing system huge improvement 7d definitely never go back crop body,
Positive,excellent bought second 5d mkiii body excellent function  color quality reliable professional tool,
Positive,canon 5d mark iii camera great condition true images listingi excited use ,
Positive,incredible upgraded 7d all say wow thinking upgrading get 3000 like dont even hesitate looking iso 3200 6400 color detail incredible 20 minutes set day got go daughters tennis banguet coming 7d wing way thru menus set pretty easily many features think months figure all love silent shooting mode great autofocus darkness incredibleread full review,
Positive,expensize however provides razor sharp images expensive however lot value casual shooter may enjoy canons rebel t3 60d user friendly advanced shooter would appreciate 7d 5d mark iii id recommend medium advanced knowledge photography best understand use featuresfunctions not mention investment needed lenses exploit cameras abilities pro side 5d provide razor sharp imagesread full review,
Positive,photographer still wondering every time shoot lot photos stop err 20 shooting not possible due error turn off camera install batteryi problem wait long works againread full review,
Positive,eos 5 mark iii not pro photography hobbymark iii great product easy use quality top linehighly recommend iti,
Positive,fast quiet clear images bought canon ef 2470  ii usm love together,
Positive,amazing quality much lightweight mark ii great new features very happy purchase,
Positive,underdog performer very dated camera still holds fieldthe s5 successor camerai acquired another sold first long time ago simply far convenient carry situations larger dslr lenses arent appropriateimage quality excellent opticalas opposed digital zoom longreach type allows user explore use many features true slr fullymanual control exposure settings very compact tripodmountable uses standard aa batteriesits capabilities even extended wonderful addon known chdkgoogle itwhich opens plethora useful additional functions sd memory cards abundant cheap meaning wont any huge costs supplying camera memory storage small light easy carry anywhere uses canon optics firmly among best industry aabatteries available nearly everywhereread full review,
Negative,wow dont know yet hope et not able get work yet someone left four batteries bottom compartmant all crashed lots white dust corrosion try clean hope bestread full review,
Positive,affordable excellence bought camera replace s3 quit working year ago keep artillery any macro work needs done few cameras found surpass s3 ability function although viewing screen small flexible maneuverable makes using camera easy very good option first digital camera noobs want learn  child wants get digital photography camera ideal affordable place start ease use smaller size smaller hands said value incredible macro capabilitiesread full review,
Positive,drawbacks mar otherwise decent performance like picture quality camera  already knew somewhat large 12x zoom features think well balanced actually quite easy handleits worst two aspects dim viewfinderscreen any kind sunlight really took getting used sometimes im still less hoping im getting im aiming thing wont take any 1gb movie time  eight minutes  regardless room memory cardread full review,
Positive,great camera excellent value owned one excellent cameras years  much dismay unknown reason trusty canon s3 jammed inoperable  first thought try repair checked ebay found replacements available short moneyi know technology come long way since model introduced replacing great familiar camera totally suits needs twenty bucks change no brainer  addition could still use filters hoods accessoriesread full review,
Positive,awesome product  proud canon brand all series first s1is  next ones s2is s3is s5is excellent  lens very good  picture quality  features almost very interesting  thats still using lot zoom motor thing usage becomes faulty  replaced  very solid camera medium size aa 4 batteries camera very recommendable  lcd system very useful read full review,
Positive,ideal overall camera perfect ebay photos review jenny craig type review light calories  model particularly taking photos ebay sales  features ill ever use dont need all feautes ebay basic photos  small light  megapixels necessary come handy reduce photo details picasa  electronic viewfinder use 90 time  flash perfect  macro allows lens almost touch item tiny details  allows use dc adaptor save batteries  desire see photos tv screen larger monitor  stereo microphones although dont need em  12x optical zoom really comes handyall all totally satisfied camera fail would replace model  although use strictly ebay photos canon sx20 fail wouldnt hesitate use s3  great little cameraread full review,
Positive,great camera all features want easy use  fantastic macro feature  quick go camera ,
Positive,really nice camera great camera macro shots  zoom good  easy figure controls  bright flash  tilting image screen makes easy taking difficult reach shots,
Positive,whole s3 great camera ■good resolution■good color good exposure generally accurate focus■12x zoom offers excellent 36432mm range■image stabilization works well used movie mode■packed features■very quiet■solid construction good handling■fast responsive■stunning movie mode high quality stereo sound■impressive continuous burst shooting■punchy results straight camera■clean images lower iso settings■impressively little distortion large lens■enjoyable easy use■swing tilt n swivel screen■optional wide tele adapters■pc controlled shooting via usb■customizable shortcut button iso button■superb battery life nimh cells■optional flash lens addons■good macro■occasional focus hunting telephoto end zoom low light■iso 800 mode noisy really useful■iso 200 noise reduction strong■no rechargeable batteries supplied box■occasional highlight clipping due exposure contrasty scenes■viewfinder screen difficult see very bright conditions■images slightly soft■chromatic aberration purple fringing■no raw mode■limit highest shutter speed usable wide aperturesoverall conclusionwhere s2 offered huge performance leap predecessor s3 reality minor upgrade good reason lot less needed improvement aside newer sensor welcome addition direct iso button sports mode marginally bigger screen biggest change paint job produced camera looks lot less toylike s2 isthere slight improvement image quality bit resolution much nicer looking iso 400 output though noted review iso 400 s3 nowhere near sensitive iso 400 s2 honest think youd struggle see any real difference normal sized printcomparisons predecessor aside s3 image quality very good  certainly par competitors  though results still bit soft side something fairly high default sharpening doesnt really help experimenting incamera parameters little sympathetic postprocessing means right hands produce images every bit good anything else class iso 800 mode probably noisy anything emergency use occasional exposure problems generally speaking output pleasing enough satisfy majority intended marketbut ultimately like models came appeal s3 goes beyond simple pixelpeeping classleading feature set very reliable image stabilization system benefits cannot overstated superb handling wellpriced incredibly versatile  all  highly enjoyable use despite long lens speedy operation not ideal sports camera focus long end zoom isnt fast enough hunt little sheer shooting pleasure versatility powershot s3 still takes beatingread full review,
Positive,real gem  canon s3 real gem ive used cameras 10 years 6 megapixels ive found impossible talk using anything else layout buttons swivel screen ease use quality pictures all keep hooked camera also considerably compact capabilities achilles heel camera zoom lens  tends eventually develop issues stop working lens went first s3 canon replaced lens warranty lasted 6 years ive since replaced camera several times lens issue arises biddingbuying ask seller test camera carefully see lens makes any grinding noises shows any indication stickiness you’ve received also seller check corrosion battery compartment  sure theres new technology always camera holds value even midst all worth every penny take time getting know works  well worth effortread full review,
Positive,great entry level digital camera easy use light weight quality images purchased camera new 2006 recently bought another used ebay used friend needed good used camera 100 s3 perfect fit lightweight compact yet 60 mp delivers sharp crisp quality image very reasonable price camera ushered digital age though moved canons dslr products s3 still used regularly takes high quality images easy use whole family loaded features shoots video wellread full review,
Positive,takes great close photos selling ebay image stabilization easy very happy purchase   bought used super cheap  sell ebay cant believe ive using crapy kodak easyshare camera take photos items past 10 years  ive wasted much time retaking photos blurry etc  camera takes great closeups image stablization makes taking photos snap   chose model 2 hours research internet consistantly rated one best taking close photosso hope review saves time  great little camera easy useread full review,
Positive,canon s3 all camera hobbist photographer ever need s3 since 06 awesome camerai taken 1000s picts hours video camera still works greati thought id try new pocket point shoot went best nikon s9100the s3 much better image qualitygot canon sx210 resultsgot panasonic lumixsame resultsbought used canon a1100 image quality almost good going pocket camera im keeping s3dont misled all megapixels bells whistles megazooms new cameras opinion s3 last great camera maderead full review,
Positive,camera review purchased camera daughter loves taking pictures loves camera easy use takes good pictures,
Positive,recommend everyone love camera make picture taken easy grandbaby needing great camera quality great easy use awesome pictures camera get lot use around house also scenic pictures wildlife around area quick quiet really would tell everyone want great camera takes awesome pictures really need get one well worth money would buy another one gift family member friendread full review,
Positive,canon great camera excellent value money great camera love size fits comfortably hand smaller hands women pictures come beautiful clear whether use regular zoom features really love cameraread full review,
Positive,perfect point shoot camera beginners pleasantly surprised easy camera use  really perfect point shoot camera beginners  all features would want camera including video  difficulty seeing clearly thru viewfinder never affected quality picture taking  would definitely recommend camera any beginner looking quality camera decent priceread full review,
Positive,simply one best best point shoot digital camera ever owned slr camerasand still prefer carry little camera hikes backpacking trips kayaking runs produces amazingly sharp images single reliable digital camera ever owned currently six digital cameras one remains favorite casual usei enjoyed camera much first one succumbed physical abuse including falling north harper creek falls immersed water 15 minutesand surviving debacle searched ebay find one replace cant recommend highly enoughread full review,
Positive,good value clear pictures bought older camera 2006 model month ago fantastic really great quality pictures nice zoom like heavier solid body lens extends thing little off video quality bit grainy couldve caused lighting using videooverall great buyread full review,
Positive,awesome camera very pleased camera  great picture quality easy use features make picture look professional video stereo  havent tried lens adpters yet however look easy useread full review,
Positive,wonderful value money using model work 5 years work weekly paper circulation 8500 penetration rate market daily competitor would die cannon power shot s3 huge part success  printer no problem photos little bit photoshop use advertising shots minimal thrilled ease use  much easier teach older employees use smaller cameras stabilization scene features really plus  great service seller well  five starsread full review,
Positive,older canon model outstanding features lightweight handy easy use,
Positive,gear buy delivered promptly item described fully functioning takes great pictures,
Positive,canon s3 si got son starter camera takes good looking photos,
Positive,everything need make all shot alive definitely love verified purchase  yes  condition preowned  sold by allsky,
Positive,great camera worth price bringing ebay bought camera take pictures grandchildren post pictures items list ebay  particularly like sharp clear pictures particularly software comes tweak pictures  thingi dont like many things istime consuming sift thru all data find simplethings really want  brands buti came back one owned another canon like better brandread full review,
Positive,old good camera excellent lens screen outdated little bulky image quality very excellent,
Positive,nice camera easy use  good beginner,
Positive,excellent drawbacks camera battery operated,
Positive,grate camera easy use takes grate photos,
Positive,awesome camera like love thanks camera,
Positive, best point shoot get 15 years ago paid 300400 camera  ,
Positive,best purchase ive made long time exceeded expectations camera great beginners added features im excited learn use quality photos excellent auto setting wonderful love camera would recommended anyoneread full review,
Positive,s3 camera wish find good cameras like one good reasonable prices like one thank much god bless,
Positive,great camera canon s3is thanks mr canon very good camera simple use  great color gestion  maybe control af betteri one lumix fz5 not one bad camera difficult true colors canon without reglages shot trustread full review,
Positive,awesome 💓 heart jumped joy beautiful camrea any good photographer would appreciate  thank very much ,
Positive,recommend anyone great older camera love accepts multiple lenses great video modes zoom video running many features still dont know all used overall great camera new user wants learn little regular point shoot cameraread full review,
Negative,sx3 parts repair camera would not turn  fixed spring missing battery compartment door lens would not retract got turn showed lens error message  sold back ebay 2000 lossread full review,
Positive,grab one olympus 10mp water camera bought canons reputation 6mp images better olympus 10mp certainly enough resolution images one wonderfullycolour control excellentbatteries last forever replaced any store like thatnmh batteries last 200 shotsread full review,
Positive,excellent camera love verified purchase  yes  condition preowned  sold by centralohio1,
Positive,awesome camera super camera easy use great pictures cant say enough ease use handling flash balance,
Positive,great camera easy use great camera  very easy use amature photo taker  starting glad purchased camera,
Positive,best camera ever enjoy take pictures camera easy use light  easy use many differ setting,
Positive,fine camera good camera replacement one wfas broken,
Positive,product seems everything said would received camera tried few shots easy use light weight seems take nice pictures believe ticket want,
Positive,great camera looks like brand new pictures great lot functions help taking better pictures also video quality sound good,
Positive,amazing great value verified purchase  yes  condition preowned  sold by srmarch1993,
Positive,high tech caveman great job entire cam little technical thought totally thumbs,
Positive,fantastic product two  one best cameras ever picture quality outstanding very easy use,
Positive,awesome product highly recommend great product camera awesome would recommend camera everyone loves taking pictures bought camera friend owns seen results fantastic like camera picture quality takesread full review,
Positive,traveling world mine ended atlantic ocean lost camera fishing  glad exact type camera like fact aa batteries used since go remote travel locations  power source much better charger plugged outletread full review,
Positive,muy bien ya disfrutamos de la cámara en exelente estado verified purchase  yes  condition preowned  sold by taylors2722,
Positive,eats battreys fast verified purchase  yes  condition preowned  sold by taitebeer,
Positive,camera makes beginner look professional  camera awesome previously owned powershot s2 baby 6 years thru error no longer works purchased one replace day new one came took mountains anniversary trip husband very impressed great job canon read full review,
Positive,👌 verified purchase  yes  condition preowned  sold by matram,
Positive,great very easy use manuever cant say anything bad far really glad made purchase much better hp camera prior,
Positive,aaa verified purchase  yes  condition preowned  sold by lifeiscolor,
Positive,very happy im very happy camera needed good zoom sons football games gets close real good thing didnt like go online find camera came no manualread full review,
Positive,amazing exactly looking thank,
Positive,great lov,
Positive,still strong takes great pics even though older takes better pictures newer cameras,
Positive,all need second one used picture quality great camera meets all needs,
Positive,very good camera camera replaces one left motel room november little scratched everything seems function properly liked camera well replace model,
Positive,old technology fun dont pay much really intervalometer articulated screen stereo miking real plus old technology lots new wonderful things like cameraread full review,
Positive,great camera love camera price everything written true great camera would buy person,
Positive,great camera beginner taking pictures ive really enjoyed using canon sx takes great pictures allows many options even beginner use would highly recommend camera need new one know ill buy canon againread full review,
Positive,excellent excellent  excellent  excellent  excellent  excellent  excellent  excellent  excellent  excellent  excellent  excellent  excellent all say,
Neutral,happy still need get camera repaired happy purchase look forward using email bussiness,
Positive,camera sold parts really nice informed format details item sold camera sold parts sold parts,
Positive,great intermediate camera learning unleash inner photographer great intermediate camera learning unleash inner photographer  many accessories additional lenses purchased suit needs  require sd card installed use  purchase good one geared toward photography wont regret spending couple extra dollars exchange benefits  battery pack long life requiring charging  camera great image quality fairly easy learn use  indoor outdoor all different lighting weather conditions get great photos  owning compact cameras years glad made leap  well worth price opinion  download pdf owners manual quick easy referencing features settingsread full review,
Neutral,good camera beginner easy use helpful beginner need add parts get perfect best quality photographs video quality acceptable,
Positive,great camera money great introductory camera someone getting photography bells whistles expensive cameras wifi ready link cell phones kept watching auctions ebay one able purchase one auction still learning yet far very pleased  would recommend getting book watch videos youtube want spend little get t6i model lcd screen move around making easier take pictures certain conditions hind sight done still great camera moneyread full review,
